Reporting Date;Marketing Team;Marketing Program;# Prospects;# Marketing Qualified Prospects;# Demo Prospects;# Sales Qualified Opportunities;# Opportunities Won;$ Cost;# Impressions;# Clicks
22/05/2024;paid;paid_social;267;57;39;12;0;$66,567;12425950;46192
22/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
22/05/2024;regional;regional;38;27;12;9;0;$7,153;0;0
21/05/2024;regional;regional;66;36;3;1;4;$7,948;0;0
21/05/2024;website;website;75;69;6;1;0;$0;0;0
21/05/2024;paid;paid_brand_search;42;48;45;20;19.5;$76,766;55587;7788
21/05/2024;social;social;9;9;0;2;0;$0;0;0
21/05/2024;event;event;167;594;4;3;0;$10,111;0;0
21/05/2024;lifecycle;customer_braze_communications;2;0;4;1.6;0;$0;0;0
21/05/2024;paid;abm;3;1;0;0;0;$15,183;208149;2700
21/05/2024;content;webinar;1;1;1;0;0;$0;0;0
21/05/2024;paid;paid_sponsorship;3;1;0;0;0;$0;0;0
21/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
21/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
21/05/2024;content;content;34;13;30;10.5;0;$0;0;0
21/05/2024;paid;listicle_leadbuy_listing;51;34;30;6.6;2;$102,742;4856589;408
21/05/2024;paid;paid_search;279;47;144;15.5;8;$207,312;541780;23834
21/05/2024;lifecycle;prospect_email;13;16;18;2;0;$0;0;0
21/05/2024;paid;paid_social;243;30;39;6;3;$126,794;13512352;65871
20/05/2024;paid;paid_social;180;54;26;12;0;$180,411;13704714;44084
20/05/2024;content;webinar;9;0;0;0;3;$0;0;0
20/05/2024;paid;paid_search;102;150;40;42;12;$310,086;278723;36633
20/05/2024;lifecycle;customer_braze_communications;0;0;1;0;0;$0;0;0
20/05/2024;paid;paid_brand_search;110;90;74;44;12;$68,061;17851;11556
20/05/2024;paid;listicle_leadbuy_listing;48;13;20;8;0;$44,919;4397166;334
20/05/2024;social;social;12;1;1;0;0;$0;0;0
20/05/2024;paid;abm;3;0;0;0;0;$9,769;66544;2892
20/05/2024;website;website;72;22;14;0;0;$0;0;0
20/05/2024;lifecycle;prospect_email;54;12;12;6;0;$0;0;0
20/05/2024;content;content;28;8;10;8;0;$0;0;0
20/05/2024;paid;paid_sponsorship;1;0;0;0;0;$0;0;0
20/05/2024;event;event;96;50;15;6;0;$0;0;0
20/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
20/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
20/05/2024;regional;regional;26;12;7;7;2;$0;0;0
19/05/2024;social;social;0;0;0;0;0;$0;0;0
19/05/2024;regional;regional;2;0;0;0;0;$23,307;0;0
19/05/2024;content;webinar;0;0;0;0;0;$0;0;0
19/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
19/05/2024;lifecycle;prospect_email;3;2;2;0;0;$0;0;0
19/05/2024;paid;paid_search;38;13;0;2;0;$23,876;62598;4571
19/05/2024;paid;listicle_leadbuy_listing;12;18;0;0;0;$11,065;693161;498
19/05/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
19/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
19/05/2024;website;website;36;10;0;0;0;$0;0;0
19/05/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
19/05/2024;paid;abm;0;0;0;0;0;$6,479;80726;1674
19/05/2024;event;event;9;3;0;0;0;$0;0;0
19/05/2024;paid;paid_social;28;16;0;0;0;$38,928;12537066;41835
19/05/2024;content;content;10;9;0;0;0;$0;0;0
19/05/2024;paid;paid_brand_search;30;33;3;0;0;$39,149;11192;2524
18/05/2024;website;website;13;11;0;0;0;$0;0;0
18/05/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
18/05/2024;paid;abm;0;0;0;0;0;$7,340;128280;1396
18/05/2024;paid;listicle_leadbuy_listing;8;12;0;0;0;$16,653;1138820;466
18/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
18/05/2024;paid;paid_search;20;10;1;0;0;$54,504;105534;3336
18/05/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
18/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
18/05/2024;social;social;8;3;0;0;0;$0;0;0
18/05/2024;content;content;18;4;0;0;0;$0;0;0
18/05/2024;regional;regional;6;8;0;0;0;$0;0;0
18/05/2024;paid;paid_social;46;10;2;0;0;$74,471;9401817;32475
18/05/2024;paid;paid_brand_search;10;15;0;0;0;$38,453;5195;2422
18/05/2024;content;webinar;0;0;0;0;0;$0;0;0
18/05/2024;lifecycle;prospect_email;0;2;0;0;0;$0;0;0
18/05/2024;event;event;0;0;0;0;0;$0;0;0
17/05/2024;lifecycle;customer_braze_communications;2;0;0;0;0;$0;0;0
17/05/2024;paid;paid_sponsorship;0;2;0;0;0;$0;0;0
17/05/2024;content;webinar;2;4;0;0;0;$0;0;0
17/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
17/05/2024;paid;paid_search;148;72;120;16;5;$153,250;465104;19504
17/05/2024;event;event;45;10;9;6;3;$0;0;0
17/05/2024;content;content;26;27;26;2;4.5;$0;0;0
17/05/2024;website;website;15;30;6;0;0;$0;0;0
17/05/2024;paid;paid_brand_search;28;26;30;14.5;12;$160,527;18083;7220
17/05/2024;paid;paid_social;201;30;12;3;0;$175,586;12696570;40290
17/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
17/05/2024;paid;abm;12;3;0;0;0;$4,943;60016;1924
17/05/2024;social;social;2;3;0;0;0;$0;0;0
17/05/2024;paid;listicle_leadbuy_listing;24;14;8;7;0;$29,126;4291449;760
17/05/2024;lifecycle;prospect_email;6;2;0;2;0;$0;0;0
17/05/2024;regional;regional;34;14;4;8;2;$0;0;0
16/05/2024;paid;listicle_leadbuy_listing;40;21;39;6;1;$30,671;1539479;1245
16/05/2024;paid;paid_sponsorship;45;0;0;0;0;$38,371;0;81
16/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
16/05/2024;social;social;1;0;0;0;0;$0;0;0
16/05/2024;content;webinar;6;2;0;0;0;$0;0;0
16/05/2024;paid;paid_search;107;150;35;17;0;$184,783;806388;11169
16/05/2024;paid;paid_social;75;39;21;2;4;$122,245;6327017;21667
16/05/2024;lifecycle;customer_braze_communications;3;0;3;0;0;$0;0;0
16/05/2024;lifecycle;prospect_email;24;24;1;1.5;0;$0;0;0
16/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
16/05/2024;paid;abm;4;3;0;0;0;$5,276;62467;1986
16/05/2024;content;content;43;22;8;1;0;$0;0;0
16/05/2024;paid;paid_brand_search;86;46;33;51;6;$194,364;22318;8394
16/05/2024;website;website;78;24;12;0;0;$0;0;0
16/05/2024;regional;regional;108;12;2;0;0;$9,009;0;0
16/05/2024;event;event;3507;3705;3;6;0;$15,604;0;0
15/05/2024;paid;paid_search;267;162;108;32;4;$229,374;315608;12905
15/05/2024;lifecycle;prospect_email;22;26;8;2;0;$0;0;0
15/05/2024;event;event;24;328;6;6;0;$288,251;0;0
15/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
15/05/2024;paid;paid_social;189;8;11;18;4;$123,641;19592928;39894
15/05/2024;paid;paid_brand_search;135;129;69;67.5;6;$76,441;46274;4376
15/05/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
15/05/2024;paid;abm;6;0;0;0;0;$17,310;129412;2078
15/05/2024;paid;listicle_leadbuy_listing;18;63;27;4.5;3;$105,217;4797186;858
15/05/2024;content;content;56;30;3;0;0;$0;0;0
15/05/2024;lifecycle;customer_braze_communications;3;1;0;0;0;$0;0;0
15/05/2024;regional;regional;130;162;9;10;0;$0;0;0
15/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
15/05/2024;website;website;64;50;6;0;0;$0;0;0
15/05/2024;content;webinar;2;0;0;0;0;$0;0;0
15/05/2024;social;social;4;2;0;0;0;$0;0;0
14/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
14/05/2024;paid;abm;2;3;0;0;0;$12,408;70068;992
14/05/2024;content;content;78;33;8;0;0;$0;0;0
14/05/2024;website;website;78;30;12;0;0;$0;0;0
14/05/2024;paid;paid_brand_search;129;82;120;76.5;3;$232,064;23417;4547
14/05/2024;regional;regional;141;8;12;15;2;$9,537;0;0
14/05/2024;content;webinar;4;4;12;3;0;$0;0;0
14/05/2024;social;social;3;0;3;2;0;$0;0;0
14/05/2024;lifecycle;customer_braze_communications;3;1;4;0;0;$0;0;0
14/05/2024;lifecycle;prospect_email;45;8;15;6;0;$0;0;0
14/05/2024;event;event;752;1134;1;4;0;$186,464;0;0
14/05/2024;paid;paid_social;132;20;13;15;0;$191,021;14279682;43924
14/05/2024;paid;listicle_leadbuy_listing;60;54;30;12;3;$74,770;4407276;465
14/05/2024;paid;paid_sponsorship;13;1;0;0;0;$16,086;0;0
14/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
14/05/2024;paid;paid_search;90;108;129;58.5;2;$210,304;941202;39768
13/05/2024;paid;paid_brand_search;52;110;144;62.1;11;$144,088;41320;12231
13/05/2024;paid;paid_sponsorship;3;2;2;0.5;0;$0;0;0
13/05/2024;website;website;24;48;3;0;0;$0;0;0
13/05/2024;lifecycle;customer_braze_communications;6;9;6;0;5.4;$0;0;0
13/05/2024;regional;regional;50;180;6;4;0;$0;0;0
13/05/2024;paid;listicle_leadbuy_listing;30;27;24;4;6.6;$26,378;7042596;1185
13/05/2024;paid;abm;5;2;0;0;0;$5,883;84175;2322
13/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
13/05/2024;paid;paid_search;164;56;39;12;2.5;$99,083;917496;12988
13/05/2024;lifecycle;prospect_email;21;7;15;6;0;$0;0;0
13/05/2024;social;social;0;0;4;0;0;$0;0;0
13/05/2024;event;event;54;16;8;3;0;$39,447;0;0
13/05/2024;content;webinar;6;6;0;0;0;$0;0;0
13/05/2024;paid;paid_social;120;11;9;6;0;$124,871;7814687;46726
13/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
13/05/2024;content;content;60;11;45;2;0;$0;0;0
12/05/2024;lifecycle;prospect_email;0;2;0;0;0;$0;0;0
12/05/2024;paid;listicle_leadbuy_listing;4;10;0;6;0;$28,722;2000226;636
12/05/2024;paid;paid_brand_search;5;18;6;9;0;$42,654;16641;3432
12/05/2024;regional;regional;5;16;0;0;0;$0;0;0
12/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
12/05/2024;paid;paid_sponsorship;1;3;0;0;0;$0;0;0
12/05/2024;paid;abm;14;0;0;0;0;$4,784;210825;2216
12/05/2024;lifecycle;customer_braze_communications;1;0;0;0;0;$0;0;0
12/05/2024;event;event;2;0;0;0;0;$0;0;0
12/05/2024;paid;paid_search;21;13;6;0;0;$17,004;138384;6554
12/05/2024;content;webinar;0;0;0;0;0;$0;0;0
12/05/2024;social;social;6;2;0;0;0;$0;0;0
12/05/2024;website;website;27;7;0;0;0;$0;0;0
12/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
12/05/2024;content;content;8;6;0;0;0;$0;0;0
12/05/2024;paid;paid_social;22;24;3;1;0;$84,526;9224542;17935
11/05/2024;event;event;1;4;0;0;0;$0;0;0
11/05/2024;paid;paid_brand_search;5;18;3;1;0;$13,884;4952;3357
11/05/2024;website;website;6;10;0;0;0;$0;0;0
11/05/2024;social;social;1;1;0;0;0;$0;0;0
11/05/2024;paid;paid_search;21;10;0;0;0;$59,082;27476;3052
11/05/2024;content;webinar;0;0;0;0;0;$0;0;0
11/05/2024;regional;regional;10;1;0;0;0;$0;0;0
11/05/2024;lifecycle;prospect_email;0;0;0;0;0;$0;0;0
11/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
11/05/2024;content;content;16;6;0;0;0;$0;0;0
11/05/2024;paid;abm;9;0;0;0;0;$10,799;170625;1010
11/05/2024;paid;listicle_leadbuy_listing;4;2;0;0;0;$32,718;1270208;208
11/05/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
11/05/2024;paid;paid_social;26;7;0;0;0;$121,854;3474040;11971
11/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
11/05/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
10/05/2024;paid;paid_brand_search;45;38;34;39;5;$160,899;54399;6764
10/05/2024;paid;paid_sponsorship;18;0;0;0;0;$0;0;0
10/05/2024;lifecycle;prospect_email;13;8;0;3.5;0;$0;0;0
10/05/2024;paid;paid_search;134;43;93;45;7.5;$188,483;817974;13380
10/05/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
10/05/2024;regional;regional;19;4;3;4.5;0;$0;0;0
10/05/2024;paid;abm;5;3;0;0;0;$13,701;156106;2636
10/05/2024;paid;listicle_leadbuy_listing;7;30;6;3;0;$25,246;6443946;849
10/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
10/05/2024;website;website;54;22;4;0;0;$0;0;0
10/05/2024;event;event;30;22;2;0.5;0;$0;0;0
10/05/2024;social;social;8;3;4;0;0;$0;0;0
10/05/2024;content;content;50;14;14;4;0;$0;0;0
10/05/2024;paid;paid_social;210;20;22;6;0;$63,637;13896758;62283
10/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
10/05/2024;content;webinar;6;6;0;0;0;$0;0;0
09/05/2024;social;social;4;4;0;3;0;$0;0;0
09/05/2024;paid;paid_social;198;30;18;0;0;$133,076;6810231;44534
09/05/2024;content;webinar;12;1;0;2;0;$0;0;0
09/05/2024;paid;paid_sponsorship;21;2;3;2;1;$0;0;0
09/05/2024;lifecycle;prospect_email;18;15;9;6;0;$0;0;0
09/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
09/05/2024;website;website;72;66;15;0;0;$0;0;0
09/05/2024;paid;paid_brand_search;30;58;51;13;8;$60,557;63471;11706
09/05/2024;event;event;29;12;2;0;0;$56,483;0;0
09/05/2024;paid;paid_search;84;180;129;7;4;$212,510;573558;27930
09/05/2024;content;content;62;48;6;1;2;$0;0;0
09/05/2024;lifecycle;customer_braze_communications;6;3;3;3;0;$0;0;0
09/05/2024;paid;abm;16;0;0;0;0;$7,038;102011;2284
09/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
09/05/2024;regional;regional;558;61;2;4;0;$60,260;0;0
09/05/2024;paid;listicle_leadbuy_listing;45;15;28;10;3;$30,264;7025136;734
08/05/2024;paid;paid_search;81;49;41;14.5;9;$119,383;324031;15713
08/05/2024;regional;regional;78;22;8;3;2;$6,358;0;0
08/05/2024;lifecycle;customer_braze_communications;6;6;3;0;0;$0;0;0
08/05/2024;paid;paid_sponsorship;18;0;2;3;0;$0;0;0
08/05/2024;paid;paid_brand_search;37;36;93;35;15;$71,939;21655;12288
08/05/2024;content;webinar;0;8;0;0;0;$0;0;0
08/05/2024;content;content;93;17;18;0;0;$0;0;0
08/05/2024;event;event;6975;4922;9;0;0;$0;0;0
08/05/2024;lifecycle;prospect_email;34;66;9;0;1;$0;0;0
08/05/2024;website;website;34;62;5;3;0;$0;0;0
08/05/2024;paid;listicle_leadbuy_listing;60;54;51;21;0;$80,879;7399362;742
08/05/2024;social;social;2;0;9;2;0;$0;0;0
08/05/2024;paid;abm;3;0;0;0;0;$26,799;280515;1778
08/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
08/05/2024;paid;paid_social;339;51;18;3;0;$199,752;14067014;45536
08/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
07/05/2024;paid;listicle_leadbuy_listing;38;48;6;13;0;$28,868;1844891;1137
07/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
07/05/2024;regional;regional;176;44;4;4;0;$0;0;0
07/05/2024;paid;paid_brand_search;129;126;66;25;6;$75,530;61047;4193
07/05/2024;paid;paid_sponsorship;54;2;0;0;0;$14,592;0;0
07/05/2024;lifecycle;customer_braze_communications;2;2;3;0;0;$0;0;0
07/05/2024;paid;paid_search;315;114;100;33;6;$247,806;621408;30202
07/05/2024;event;event;72;15;3;0;0;$546,413;0;0
07/05/2024;paid;abm;3;0;0;0;0;$15,234;49531;1292
07/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
07/05/2024;social;social;5;8;1;1;0;$0;0;0
07/05/2024;lifecycle;prospect_email;17;14;4;2;3;$0;0;0
07/05/2024;content;content;25;14;13;15;0;$0;0;0
07/05/2024;paid;paid_social;128;48;7;3;0;$48,550;19495848;52833
07/05/2024;content;webinar;4;0;3;1;0;$0;0;0
07/05/2024;website;website;66;30;6;6;0;$0;0;0
06/05/2024;paid;paid_social;36;16;14;0;0;$43,052;21444753;24187
06/05/2024;social;social;6;0;4;2;0;$0;0;0
06/05/2024;content;webinar;6;1;0;0;0;$0;0;0
06/05/2024;regional;regional;74;10;14;5;2;$0;0;0
06/05/2024;lifecycle;prospect_email;84;14;6;0;0;$0;0;0
06/05/2024;event;event;99;42;6;9;1;$2,918;0;0
06/05/2024;website;website;26;60;9;0;0;$0;0;0
06/05/2024;content;content;69;5;15;0;0;$0;0;0
06/05/2024;paid;paid_search;82;207;174;60;6;$264,820;972921;32670
06/05/2024;paid;abm;6;0;0;0;0;$5,411;36258;385
06/05/2024;paid;paid_brand_search;105;105;64;21;7.6;$195,895;39338;12309
06/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
06/05/2024;paid;paid_sponsorship;10;0;0;0;0;$0;0;0
06/05/2024;paid;listicle_leadbuy_listing;16;72;12;3;0;$54,876;4264881;626
06/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
06/05/2024;lifecycle;customer_braze_communications;1;0;6;0;0;$0;0;0
05/05/2024;content;content;15;8;0;0;0;$0;0;0
05/05/2024;event;event;8;1;0;0;0;$0;0;0
05/05/2024;paid;paid_social;58;7;1;0;0;$134,243;4823367;55203
05/05/2024;social;social;6;0;0;0;0;$0;0;0
05/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
05/05/2024;paid;paid_brand_search;21;9;2;2;0;$46,588;13670;4425
05/05/2024;paid;paid_search;60;16;15;1;0;$20,489;192102;12972
05/05/2024;content;webinar;0;0;0;0;0;$0;0;0
05/05/2024;lifecycle;prospect_email;6;3;0;0;0;$0;0;0
05/05/2024;website;website;12;12;0;0;0;$0;0;0
05/05/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
05/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
05/05/2024;paid;abm;12;3;0;0;0;$11,022;89408;1044
05/05/2024;paid;paid_sponsorship;2;0;0;0;0;$0;0;0
05/05/2024;paid;listicle_leadbuy_listing;6;9;0;0;0;$12,114;1938308;374
05/05/2024;regional;regional;10;16;0;4;0;$0;0;0
04/05/2024;lifecycle;customer_braze_communications;2;0;0;0;0;$0;0;0
04/05/2024;paid;abm;3;6;0;0;0;$11,409;133302;1982
04/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
04/05/2024;paid;listicle_leadbuy_listing;3;9;0;0;0;$13,279;2012187;392
04/05/2024;content;content;21;3;0;0;0;$0;0;0
04/05/2024;lifecycle;prospect_email;2;0;0;0;0;$0;0;0
04/05/2024;paid;paid_brand_search;10;14;0;0;0;$39,407;6446;2728
04/05/2024;website;website;15;6;0;0;0;$0;0;0
04/05/2024;content;webinar;0;0;0;0;0;$0;0;0
04/05/2024;paid;paid_search;39;11;0;3;1;$14,051;19326;1095
04/05/2024;paid;paid_social;60;7;0;2;0;$43,112;6814034;13723
04/05/2024;regional;regional;6;4;0;0;0;$0;0;0
04/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
04/05/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
04/05/2024;event;event;0;0;0;0;0;$0;0;0
04/05/2024;social;social;3;2;0;0;0;$0;0;0
03/05/2024;paid;listicle_leadbuy_listing;36;36;18;0;0;$48,009;4645714;954
03/05/2024;paid;paid_brand_search;58;87;30;39;10;$182,510;38208;3761
03/05/2024;event;event;291;236;10;6;3;$0;0;0
03/05/2024;paid;paid_sponsorship;4;0;0;0;0;$0;0;0
03/05/2024;content;webinar;1;3;0;0;0;$0;0;0
03/05/2024;regional;regional;185;150;0;0;0;$0;0;0
03/05/2024;content;content;32;24;6;0;0;$0;0;0
03/05/2024;website;website;54;63;2;0;0;$0;0;0
03/05/2024;paid;abm;6;6;0;0;0;$7,677;64936;2428
03/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
03/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
03/05/2024;lifecycle;prospect_email;11;12;12;3;0;$0;0;0
03/05/2024;paid;paid_search;88;114;82;37.5;12;$194,310;563448;26212
03/05/2024;social;social;9;0;3;3;0;$0;0;0
03/05/2024;lifecycle;customer_braze_communications;1;0;0;0;2;$0;0;0
03/05/2024;paid;paid_social;237;26;42;12;0;$130,555;19372362;21181
02/05/2024;content;webinar;0;3;0;0;0;$0;0;0
02/05/2024;event;event;29;45;6;3;0;$176,002;0;0
02/05/2024;paid;abm;8;2;0;0;0;$24,429;210675;2406
02/05/2024;paid;paid_sponsorship;12;0;3;0;0;$4,257;0;0
02/05/2024;content;content;36;24;8;1;0;$0;0;0
02/05/2024;paid;paid_brand_search;90;47;66;43.5;12;$69,930;64581;13314
02/05/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
02/05/2024;social;social;4;0;0;0;0;$0;0;0
02/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
02/05/2024;paid;paid_social;198;21;16;2;0;$67,296;13893970;70824
02/05/2024;lifecycle;prospect_email;54;13;18;2;1;$0;0;0
02/05/2024;regional;regional;72;141;4;0;0;$0;0;0
02/05/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
02/05/2024;paid;listicle_leadbuy_listing;28;82;14;21;0;$96,219;4892042;788
02/05/2024;paid;paid_search;74;106;64;24;2;$367,246;953334;45288
02/05/2024;website;website;19;52;3;0;0;$0;0;0
01/05/2024;paid;paid_sponsorship;9;6;0;0;0;$34,479;0;0
01/05/2024;paid;abm;4;4;0;0;0;$15,825;123812;2444
01/05/2024;website;website;21;21;6;3;0;$0;0;0
01/05/2024;lifecycle;prospect_email;9;12;0;0;0;$0;0;0
01/05/2024;content;webinar;0;0;0;0;0;$0;0;0
01/05/2024;lifecycle;customer_braze_communications;3;0;3;0;0;$0;0;0
01/05/2024;social;social;6;0;0;0;0;$0;0;0
01/05/2024;paid;paid_brand_search;30;31;25;9.8;15;$63,203;54630;11628
01/05/2024;paid;paid_search;231;49;72;29.4;2.5;$374,604;313354;30218
01/05/2024;paid;paid_awareness;0;0;0;0;0;$14,061;0;57
01/05/2024;content;content;36;12;6;0;0;$0;0;0
01/05/2024;regional;regional;66;0;0;2;0;$75,915;0;0
01/05/2024;paid;paid_social;168;7;8;0;3;$74,667;22563276;81666
01/05/2024;paid;paid_other;0;0;0;0;0;$0;0;0
01/05/2024;paid;listicle_leadbuy_listing;22;27;14;3;0;$49,863;2248851;339
01/05/2024;event;event;16;4;2;2;0.5;$17,362;0;0
30/04/2024;event;event;12;3;6;4;1;$0;0;0
30/04/2024;paid;paid_brand_search;94;49;78;69.6;14;$245,759;22520;5270
30/04/2024;content;webinar;3;0;0;0;0;$0;0;0
30/04/2024;lifecycle;prospect_email;55;18;3;2;0;$0;0;0
30/04/2024;paid;paid_other;0;0;0;0;0;$0;0;0
30/04/2024;paid;paid_sponsorship;28;3;3;2;0;$14,120;0;0
30/04/2024;website;website;57;30;8;0;0;$0;0;0
30/04/2024;paid;paid_social;77;20;4;2;3;$268,734;24457854;54900
30/04/2024;paid;paid_search;93;128;135;81;4;$389,772;712676;35606
30/04/2024;content;content;26;4;3;2;0;$0;0;0
30/04/2024;social;social;14;3;2;0;0;$0;0;0
30/04/2024;paid;paid_awareness;0;0;0;0;0;$76;4416;90
30/04/2024;paid;listicle_leadbuy_listing;34;60;32;21;9;$22,957;2299905;654
30/04/2024;paid;abm;6;6;1;3;0;$23,814;189396;3633
30/04/2024;regional;regional;188;115;5;4;9;$0;0;0
30/04/2024;lifecycle;customer_braze_communications;2;1;2;3.4;0;$0;0;0
29/04/2024;content;webinar;0;0;0;0;0;$0;0;0
29/04/2024;paid;paid_sponsorship;32;3;0;2;0;$0;0;0
29/04/2024;event;event;51;7;10;6;0;$37,054;0;0
29/04/2024;paid;paid_other;0;0;0;0;0;$0;0;0
29/04/2024;lifecycle;prospect_email;3;0;2;8;0;$0;0;0
29/04/2024;paid;paid_brand_search;74;34;32;55;14;$163,782;43490;4754
29/04/2024;lifecycle;customer_braze_communications;0;0;3;0;0;$0;0;0
29/04/2024;paid;listicle_leadbuy_listing;25;66;60;15;1;$46,690;2448890;282
29/04/2024;social;social;42;4;3;0;0;$0;0;0
29/04/2024;paid;paid_social;50;9;13;3;1;$260,990;14925022;33422
29/04/2024;regional;regional;76;12;10;3;3;$0;0;0
29/04/2024;content;content;16;16;8;0;6;$0;0;0
29/04/2024;website;website;45;63;12;3;2;$0;0;0
29/04/2024;paid;paid_search;172;65;34;43;3;$275,365;1042416;30008
29/04/2024;paid;paid_awareness;0;0;0;0;0;$636;45294;76
29/04/2024;paid;abm;0;0;0;0;0;$15,396;123468;1041
28/04/2024;paid;paid_other;0;0;0;0;0;$0;0;0
28/04/2024;event;event;3;0;0;0;0;$0;0;0
28/04/2024;lifecycle;prospect_email;10;2;0;0;0;$0;0;0
28/04/2024;content;webinar;3;0;0;0;0;$0;0;0
28/04/2024;paid;paid_social;18;26;0;0;0;$100,882;4620269;11774
28/04/2024;paid;listicle_leadbuy_listing;21;6;6;3;0;$26,287;1744456;394
28/04/2024;paid;paid_sponsorship;27;3;0;0;0;$7,650;74812;79
28/04/2024;content;content;9;2;0;0;0;$0;0;0
28/04/2024;paid;paid_brand_search;22;22;8;9;2;$50,775;15080;3032
28/04/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
28/04/2024;paid;paid_search;48;48;3;4;0;$48,235;163599;7480
28/04/2024;paid;abm;4;1;0;0;0;$5,333;79570;1480
28/04/2024;social;social;8;0;0;0;0;$0;0;0
28/04/2024;website;website;24;36;0;0;0;$0;0;0
28/04/2024;regional;regional;4;2;0;0;0;$0;0;0
28/04/2024;paid;paid_awareness;0;0;0;0;0;$1,860;62508;60
27/04/2024;website;website;10;5;1;0;0;$0;0;0
27/04/2024;paid;paid_brand_search;21;4;0;2;0;$41,133;13878;2994
27/04/2024;content;webinar;3;0;0;0;0;$0;0;0
27/04/2024;paid;paid_search;16;10;2;0;0;$30,223;40818;1050
27/04/2024;regional;regional;9;9;0;0;0;$0;0;0
27/04/2024;paid;paid_awareness;0;0;0;0;0;$1,774;19964;26
27/04/2024;paid;paid_social;48;7;0;0;0;$49,564;6402794;27795
27/04/2024;event;event;0;0;0;0;0;$0;0;0
27/04/2024;paid;abm;3;6;0;0;0;$11,944;76900;743
27/04/2024;social;social;12;4;0;0;0;$0;0;0
27/04/2024;paid;listicle_leadbuy_listing;42;16;0;0;0;$36,899;1152948;600
27/04/2024;paid;paid_other;0;0;0;0;0;$0;0;0
27/04/2024;content;content;14;4;0;0;0;$0;0;0
27/04/2024;paid;paid_sponsorship;1;0;0;0;0;$0;0;0
27/04/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
27/04/2024;lifecycle;prospect_email;4;0;0;0;0;$0;0;0
26/04/2024;paid;paid_search;136;47;39;16.5;3;$321,182;345076;27706
26/04/2024;content;content;40;24;11;12;3;$0;0;0
26/04/2024;lifecycle;customer_braze_communications;1;3;0;0;0;$0;0;0
26/04/2024;paid;abm;2;0;0;0;0;$16,445;116924;1994
26/04/2024;paid;listicle_leadbuy_listing;9;201;24;4.5;1;$21,525;6667596;855
